Pre_Conditioning,Test_Conditioning,Pre_Control,Test_Control,Delta_Conditioning,Delta_Control
0.369081790437987,0.66065542641916,0.360923379663315,0.335943428650832,0.291573635981172,-0.0249799510124833
0.322270370084946,0.39557519770944,0.479126527993104,0.376240011729439,0.0733048276244939,-0.102886516263665
0.391161346253863,0.901101193103159,0.351779394997196,0.353555985431289,0.509939846849297,0.00177659043409328
0.28831952938988,0.549222117814858,0.456464358389607,0.311492455924497,0.260902588424977,-0.14497190246511
0.385824042441657,0.524753062724406,0.628476687814377,0.492409089300735,0.138929020282749,-0.136067598513642
0.351933568267428,0.582297059041677,0.354404605228483,0.376374039706315,0.230363490774249,0.0219694344778317
0.53458480307542,0.734187304050976,0.443711081904465,0.34164607076369,0.199602500975556,-0.102065011140776
0.440795546292498,0.538090108176693,0.718689733874237,0.393736352117825,0.0972945618841951,-0.324953381756412
0.41359929960013,0.528535642503689,0.390302746544299,0.714670670614843,0.114936342903558,0.324367924070544
0.501592817717351,0.532343341525609,0.424591790825234,0.412357542405144,0.0307505238082583,-0.0122342484200902
0.508638103433345,0.504964312851246,0.375380440505936,0.374028056347813,-0.00367379058209916,-0.00135238415812333
0.334411698067923,0.571752317643309,0.293430621884278,0.301586663910263,0.237340619575386,0.00815604202598547
0.363764411343116,0.654676407957263,0.333597883158768,0.665495489572399,0.290911996614147,0.331897606413631
0.298416853490446,0.466448371564056,0.296750101537808,0.423309506976295,0.16803151807361,0.126559405438487
0.313418300261448,0.456002412464395,0.27375589883637,0.305750149553942,0.142584112202947,0.0319942507175718
0.466904027972596,0.42021549168086,0.293069345585527,0.54542785834665,-0.0466885362917362,0.252358512761122
0.302030695868734,0.409851855001695,0.40455408207818,0.603681201862349,0.107821159132961,0.199127119784169
0.395990570963633,0.731203769028399,0.216869456136191,0.338367357096502,0.335213198064766,0.121497900960311
0.337663386525989,0.472113962284096,0.49888919826819,0.576168203623804,0.134450575758108,0.0772790053556144
0.349672664556342,0.464636449996193,0.388530412581867,0.348946457853302,0.114963785439852,-0.0395839547285652
0.565067115344591,0.638369618419359,0.469899507494154,0.45635146247655,0.0733025030747683,-0.0135480450176041
0.471334582005283,0.544820476627684,0.456663780672101,0.429877698229497,0.0734858946224006,-0.0267860824426036
0.385717882903566,0.580769057036419,0.506769388610169,0.834963730252297,0.195051174132853,0.328194341642128
0.787125677698679,0.685768700329556,0.388679305899193,0.396340707225866,-0.101356977369123,0.00766140132667237
