Panel,SparsityRange,Predictor,Metric,Phase,PearsonR,RawP,FDR_Q_across_3_metrics
Figure_S9B,10-50,Rank,g_delta_C,PRE,-0.344212304423628,0.0995487074592856,0.149323061188928
Figure_S9B,10-50,Rank,g_delta_C,TEST,0.265297057700236,0.210241784611831,0.483429012402991
Figure_S9B,10-50,Rank,g_delta_C,TEST_minus_PRE,0.575231792102176,0.00327432060473661,0.00982296181420982
Figure_S9B,10-50,Rank,g_delta_L,PRE,0.383308324176036,0.0644696442095227,0.149323061188928
Figure_S9B,10-50,Rank,g_delta_L,TEST,-0.189843276253746,0.374267241925068,0.483429012402991
Figure_S9B,10-50,Rank,g_delta_L,TEST_minus_PRE,-0.517149680588178,0.00965774742298037,0.0144866211344706
Figure_S9B,10-50,Rank,g_swp,PRE,-0.290581007429334,0.168359550901799,0.168359550901799
Figure_S9B,10-50,Rank,g_swp,TEST,0.150255660409479,0.483429012402991,0.483429012402991
Figure_S9B,10-50,Rank,g_swp,TEST_minus_PRE,0.406041096592091,0.0489814251487863,0.0489814251487863
