Figure,Metric,Comparison,MinThresholdIndex,MaxThresholdIndex,MinThresholdDisplay,MaxThresholdDisplay,FDR_Alpha,FDR_P_Threshold,DisplayDegreesOfFreedom,Uncorrected_T_Critical,FDR_T_Critical,Conditioning_Input_File,Control_Input_File
Figure S7A,l_strength,Odor11to40VSOdor81to120,36,41,45,50,0.05,NaN,46,2.01289559891943,NaN,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S7\Figure_S7A\conditioning\res_auc_struc_local.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S7\Figure_S7A\control\res_auc_struc_local.mat
