Cohort,Analysis,PreFile,TestFile,NumberOfSubjects,NumberOfROIs,FDRThreshold
Conditioning cohort,TPnoPuff,cormat_v11_TPnoPuff11to40.mat,cormat_v11_TPnoPuff81to120.mat,24,52,0.05
