Figure,Cohort,Metric,PRE,TEST,NumberOfSubjects,NumberOfROIs,FDR_Alpha,FDR_P_Threshold,DisplayDegreesOfFreedom,Nominal_P05_T_Critical,FDR_T_Critical,InputFile,ROIDataFile,ColormapFile
Figure S4D,control cohort,l_strength,TPnoPuff11to40,TPnoPuff81to120,24,52,0.05,NaN,23,2.06865761041905,NaN,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\Figure_4B\control\res_auc_struc_local.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\control\roidata_v6_Odor11to40.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\src\matlab\helpers\colormaps\myColormap_magentablue.mat
