"block","animal_ID","lid"
"1","1",0.953877300292832
"1","1",0.93670223426187
"1","1",1.24866170932979
"1","1",1.29576836567172
"1","1",0.954908312910003
"1","1",1.09736764341599
"1","1",0.975860660877645
"1","1",1.06022012165592
"1","1",0.926350901687317
"1","1",1.09103993844907
"1","1",1.13033238917758
"1","1",1.05255963673779
"1","1",1.09168495043707
"1","1",1.04033531103545
"1","1",1.03530954542783
"1","1",1.08852564863999
"1","1",1.00222901005744
"1","1",1.08106664356449
"1","1",0.90243620683582
"1","1",0.980628824311736
"1","1",1.1655330697053
"1","1",1.02713280519295
"1","1",1.04245585268902
"1","1",0.97219171505426
"1","1",0.990056267135749
"1","1",1.01372257399509
"1","1",1.01197733563626
"1","1",1.01002552603922
"3","1",1.03217287542263
"3","1",1.03021188516526
"3","1",1.03360715427962
"3","1",0.848839068595594
"3","1",1.26486063816278
"3","1",1.15583916889706
"3","1",1.08513940457239
"3","1",1.14506977116484
"3","1",0.970465796635947
"3","1",1.50137489773413
"3","1",1.13305435624352
"3","1",1.49204202608537
"3","1",1.16522017654605
"3","1",0.992154116054598
"3","1",1.01873280783883
"3","1",0.941546402870359
"3","1",1.21106008546017
"3","1",1.01262620779637
"3","1",0.990816881418334
"3","1",1.21942496433055
"3","1",1.05111595220399
"3","1",1.04435327496311
"3","1",1.02287090123502
"3","1",1.0043166426411
"3","1",0.86796155860988
"3","1",1.11247359901307
"3","1",1.04863079370162
"3","1",1.22962723802064
"3","1",1.02702797962727
"3","1",0.933066179847408
"3","1",0.902572984863329
"3","1",1.04031767222141
"3","1",1.0417109945909
"3","1",1.02070160376791
"3","1",1.04877923192289
"3","1",1.0942401304633
"3","1",1.01404982841704
"1","2",1.1406089197322
"1","2",1.08962907901402
"1","2",1.05572867495318
"1","2",1.07144816350291
"1","2",1.03257093164001
"1","2",1.04961971167014
"1","2",1.02730723438306
"1","2",1.11173703550278
"1","2",1.07564268533038
"1","2",1.05315052985092
"1","2",0.992134012797685
"1","2",1.04011314150094
"1","2",1.09411056977596
"1","2",0.971834556982741
"1","2",1.04833259807347
"1","2",1.09272902621228
"1","2",1.02906757938882
"1","2",1.07408675776284
"1","2",1.01611341293336
"1","2",1.02070323141905
"1","2",0.990817013352936
"1","2",1.26743297306037
"1","2",1.14810491561508
"1","2",1.07693926222753
"1","2",1.1335309983922
"1","2",1.37647353344775
"1","2",0.964841110485682
"1","2",1.0192134420907
"1","2",0.992011824805688
"3","2",1.01083695114237
"3","2",0.983407185453092
